Location,Date,Name,Party,Title,Accusation,Info,Source
,,,Republican,,,    Former executive director of SC Republican Party Todd Kincannon - domestic violence. He may be mentally ill. https://www.washingtonpost.com/news/post-nation/wp/2018/08/03/former-state-gop-leader-kills-mothers-dog-claims-hes-the-second-coming-of-christ-police-say/?noredirect=on&utm_term=.a13a104e7146,
,,,Republican,,,"    Benjamin Sparks, NV GOP Consultant, WI GOP spokesman, Romney campaign spokesman, enslaved and battered his fiancee. In 2020, charged with rape.  https://www.reviewjournal.com/news/politics-and-government/nevada/charges-filed-against-gop-consultant-who-made-woman-his-sex-slave/",
,,,Republican,,,    https://www.reviewjournal.com/crime/sex-crimes/ex-gop-consultant-from-las-vegas-arrested-in-atlanta-rape-case-2149917/,
,,,Republican,,,"    GOP Farmington CT Town Council member Jon Landry carried on an extramarital affair for years with a young woman he met online as a girl of 12, and began having sex with after she turned 16 http://www.courant.com/politics/hc-pol-landry-court-20180706-story.html",
,,,Republican,,,"    Michael Kelsey, NY state GOP representative, convicted of sexually abusing two boys. https://www.poughkeepsiejournal.com/story/news/2016/10/21/kelsey-sentenced-7-years-boy-scout-sex-abuse-case/92516600/",
,,,Republican,,,"    NY state GOP Rep Joe Incoronato was censured for saying women bring assault and harassment on them by their behavior. He is in new trouble for writing on behalf of shi son-in-law, convicted of spying on women with camera https://www.poughkeepsiejournal.com/story/news/2018/01/23/legislature-censures-incoronato-sexual-assault-remarks/1056850001/",
,,,Republican,,,    NC Congressional Candidate Steve Von Loor - domestic violence https://splinternews.com/gop-congressional-candidate-in-north-carolina-has-long-1827375799,
,,,Republican,,,    Republican state Rep. James DeCesare of Kentucky settled a sexual harassment claim and did not run for re-election. https://splinternews.com/gop-congressional-candidate-in-north-carolina-has-long-1827375799,
,,,Republican,,,"    Republican state Rep. Michael Meredith of Kentucky settled a sexual harassment claim, but is running for reelection and trying to block the release of information.  ",
,,,Republican,,,    https://www.bgdailynews.com/news/report-deposition-details-harassment-claims-against-meredith-decesare/article_203e23a4-4625-570b-822e-760baec11ef4.html,
,,,Republican,,,"    Brian Linder, Republican state representative in Kentucky settled a sexual harassment claim and is trying to block the details from being released.",
,,,Republican,,,    https://www.cincinnati.com/story/news/local/boone-county/2017/11/08/nky-lawmaker-admits-signing-sex-harassment-settlement/845169001,
,,,Republican,,,    https://www.kentucky.com/news/politics-government/article183529171.html,
,,,Republican,,,    MN Republican Rep.Jason Lewis mocked women who said they were assaulted.  https://www.cnn.com/2018/10/19/politics/kfile-jason-lewis-radio-comments-sexual-harassment/index.html,
,,,Republican,,,    Republican Congressional candidate Anthony Pappas - domestic violence https://nypost.com/2018/10/30/gop-ditches-ocasio-cortezs-opponent-after-domestic-violence-claims-surface,
,,,Republican,,,"    David W. Coderre, Connecticut State Senate Republican nominee - domestic violence https://www.courant.com/news/connecticut/hc-news-coderre-domestic-violence-flexer-20181025-story.html",
,,,Republican,,,"    Baltimore City Council candidate Republican Ryan Nawrocki, alleged domestic violence. Police reported evidence of violence, now denied",
,,,Republican,,,    https://www.baltimoresun.com/politics/bs-md-co-nawrocki-bevins-20181017-story.html,
,,,Republican,,,"    California Republican Assemblyman Devon Mathis accused of sexual assault, running for re-election. The accusation was on social media, but backed up by the resignation letter of one of his staff https://www.ourvalleyvoice.com/2017/11/13/resignation-letter-reveals-alleged-sexual-harassment-and-unfair-pay-by-assemblyman-mathis/",
,,,Republican,,,"    Scott Paul Beierle, a member of FSU Republicans and We Are Conservatives, has been arrested twice for groping women before killing two and wounding several more in a mass shooting  https://heavy.com/news/2018/11/scott-beierle/",
,,,Republican,,,"    Patriot Prayer videographer Matthew ""Deme"" Cooper was charged with two counts of forcible sodomy on a victim under age 13. https://rosecityantifa.org/articles/csc/#matthew-demetrius-cooper … ",
,,,Republican,,,    Doomsday Preppers actor and child-sex-offender Tyler Smith joined Patriot Prayer at an NYC hate rally in 2017,
,,,Republican,,,    https://www.huffpost.com/entry/tyler-smith_n_4612865,
,,,Republican,,,"    Proud Boy Graham Jorgensen - domestic violence and cyber-stalking, targeting a former intimate partner",
,,,Republican,,,    https://rosecityantifa.org/articles/pb-4/#graham-jorgensen,
,,,Republican,,,    NH Republican state house representative Frank Sapareto - assault in dispute during a porn film HE WAS PRODUCing https://www.insidesources.com/attorney-says-poor-performance-in-porn-shoot-sparked-gop-pols-violence/,
,,,Republican,,,"    Steve Watkins, Republican Congressional representative in Kansas was accused of sexual misconduct unwanted sexual advances  https://www.cjonline.com/news/20181026/steve-watkins-gop-candidate-for-congress-confronts-allegations-of-sexual-misconduct",
,,,Republican,,,"    Michael Moates, conservative news-blogger, accused of sending inappropriate messages to underage girls http://www.rightwingwatch.org/post/underage-girls-allege-that-michael-moates-sent-them-inappropriate-messages/",
,,,Republican,,,    Conservative journalist Mark Halperin accused of sexual harassment https://money.cnn.com/2017/10/27/media/mark-halperin-new-accusations/index.html,
,,,Republican,,,"    Nick Sauer, Republican state rep in Illinois, resigned after his ex-girlfriend accused him of posting revenge porn https://www.politico.com/story/2018/08/01/illinois-lawmaker-nude-photos-754563",
,,,Republican,,,"    Ed Crane, co-founder of the libertarian Cato Institute, sexual harassment https://www.politico.com/story/2018/02/08/ed-crane-cato-institute-sexual-harassment-398989",
,,,Republican,,,    Conservative Evangelical pastor Andy Savage of Tennesee - sexual abuse of a minor,
,,,Republican,,,"    Andy Savage, a TN Baptist preacher who advocates conversion therapy, was confronted by Jules Woodson whom he raped when she was just 17. He admitted a sexual incident and said he regretted it and the congregation applauded.",
,,,Republican,,,    https://www.nytimes.com/2018/03/09/opinion/jules-woodson-andy-savage-assault.html,
,,,Republican,,,    https://www.nytimes.com/2018/03/09/opinion/jules-woodson-andy-savage-assault.html,
,,,Republican,,,    Chris Conlee protected Andy Savage at Memphis Church,
,,,Republican,,,    https://churchleaders.com/news/380582-chris-conlee-andy-savage.html/2,
,,,Republican,,,    https://ministrywatch.com/pastor-who-hired-supported-staff-member-accused-of-sexual-abuse-starts-new-church/,
,,,Republican,,,"    Larry Cotton, conservative Evangelical pastor covered up Andy Savage’s crime https://www.nytimes.com/2018/03/09/opinion/jules-woodson-andy-savage-assault.html",
,,,Republican,,,"    Alex Jones, right-wing conspiracist, sexual harassment, groping, racism. Did I miss this because I skip anything with his name because he’s a fantasist?  https://www.thedailybeast.com/alex-jones-accused-of-sexual-harassment-bullying-at-infowars",
,,,Republican,,,    Wm F Buckley admiring FOX News reporter James Rosen - sexual harassment https://www.thewrap.com/fox-news-james-rosen-was-ousted-after-sexual-harassment-accusations-report/,
,,,Republican,,,"    Right-wing former actor Scott Baio, sexual assault saved by statute of limitations https://www.mercurynews.com/2018/05/24/scott-baio-wont-be-charged-in-sexual-assault-case-though-d-a-may-believe-nicole-eggerts-claims/",
,,,Republican,,,"    Maine Republican district attorney candidate Seth Carey stalking and harassment of ex-girlfriend, unwanted sexual advances https://www.pressherald.com/2018/10/21/da-contender-seth-careys-checkered-past-the-key-issue-in-race/?rel=related",
,,,Republican,,,    https://bangordailynews.com/2021/03/02/news/central-maine/former-maine-da-hopeful-arrested-on-sexual-misconduct-charges-in-florida/,
,,,Republican,,,"    Idaho Republican Sheriff Craig Rowland opened the door for a lot more rapists by saying rape kit legislation is not needed as  ""The majority of our rapes that are called in are actually consensual sex.” https://www.washingtonpost.com/news/wonk/wp/2016/03/18/idaho-sheriff-said-most-rape-victims-hes-worked-with-are-lying-the-numbers-disagree/",
,,,Republican,,,    Republican Rep. David Byrd inappropriate contact with three underage students.,
,,,Republican,,,    https://www.tennessean.com/story/news/local/2019/02/20/david-byrd-tennessee-allegations/2927612002  He says God forgave him,
,,,Republican,,,    https://www.tennessean.com/story/news/politics/2019/07/03/tennessee-rep-david-byrd-ashamed-his-past-amid-sex-assault-allegations/1634269001/,
,,,Republican,,,    Frank Hughes high school had students wear shirts promoting child-molesting Rep. David Byrd on a state capitol field trip.,
,,,Republican,,,    https://apnews.com/article/f484e9d34ad4420e8348a3b240aad67d,
,,,Republican,,,"    Kenny West, Chief of Staff of GOP Representative Mark Meadows - sexual harassment https://www.politico.com/story/2016/08/kenny-west-mark-meadows-harassment-227115",
,,,Republican,,,    Republican Representative Mark Meadows was censured for protecting his aide after accusations of sexual harassment and continuing to employ him.  https://www.usatoday.com/story/news/politics/elections/2018/11/16/ethics-panel-rebukes-gop-aide-over-sexual-harassment-aide/2027455002/,
,,,Republican,,,    Colorado State Senator Larry Crowder - Sexual harassment of female senate colleague https://denver.cbslocal.com/2018/02/09/sexually-harassment-larry-crowder-susan-lontine/,
,,,Republican,,,"    Colorado State Senator Jack Tate will not seek reelection due to sexual harassment complaint by intern though the allegation of leering & making comments about her appearance is believed to be true, they do not amount to sexual harassment according to GOP leadership https://www.denverpost.com/2018/03/29/jack-tate-sexual-harassment-letter/",
,,,Republican,,,    Florida State Representative Ritch Workman - sexual misconduct https://www.orlandosentinel.com/news/politics/political-pulse/os-workman-sex-allegation-20171204-story.html,
,,,Republican,,,"    Clint Reed, Sen. Marco Rubio’s Chief of Staff, improper conduct https://www.arktimes.com/ArkansasBlog/archives/2018/01/28/marco-rubio-fires-arkansan-clint-reed-as-chief-of-staff-for-improper-conduct",
,,,Republican,,,"    Iowa State Senator Bill Dix fired party’s Communication Director for reporting sexual harassment, then resigned after caught on film kissing a lobbyist http://www.iowapublicradio.org/post/senator-bill-dix-abruptly-resigns-relationship-female-lobbyist-revealed",
,,,Republican,,,"    Louisiana Secretary of State Tom Schedler resigned, taxpayers paid to settle suit https://www.theadvocate.com/baton_rouge/news/politics/article_10fb9484-4a51-11e8-a6c5-cbbe503d9535.html",
,,,Republican,,,    MS State Representative John Moore resigned - sexual harassment https://www.clarionledger.com/story/news/politics/2017/12/11/john-moore-resignation-allegations-harassment-mississippi-legislature/940336001/,
,,,Republican,,,    Trump White House speechwriter David Sorensen resigned after allegations of domestic violence by his ex-wife https://www.bbc.com/news/world-us-canada-43012426,
,,,Republican,,,    MN State Rep. Rod Hamilton (R) stripped of chairmanship when accused of inappropriate touching by a woman https://www.rawstory.com/2018/04/minnesota-goper-stripped-chairmanship-accused-inappropriate-touching-sex-abuse-activist,
,,,Republican,,,"    Father C. John McCloskey Conservative celebrity priest famed for shepherding conversions of Gingrich, Brownback, Kudlow and others was a groper.  https://www.theamericanconservative.com/dreher/celebrity-priest-was-a-groper-c-john-mccloskey/",
,,,Republican,,,"    Samuel Pimm, GOP consultant, Ben Carson campaign, found guilty of groping woman on a plane, she tells flight attendant The guy next to me is feeling me up."" https://www.standard.co.uk/news/crime/former-us-republican-party-consultant-guilty-of-groping-woman-on-plane-to-heathrow-a3904976.html",
,,,Republican,,,    Former IL GOP State Rep John Anthony - groping https://chicago.suntimes.com/politics/ex-ill-rep-fired-from-govt-job-for-groping-women-at-xmas-party/,
,,,Republican,,,"    Brian Ellis, GOP Member of PA House of Representatives, accused of drugging and raping a woman. https://www.pennlive.com/news/2019/01/pa-state-rep-facing-sexual-assault-allegation-dauphin-county-das-office-is-leading-investigation.html",
,,,Republican,,,    Erick Bennett who challenged Susan Collins in the Maine GOP primary was convicted of domestic violence which he thought was a good reason to vote for him. https://slate.com/human-interest/2014/01/erick-bennett-of-maine-vote-for-me-for-senate-because-i-was-convicted-of-domestic-violence.html,
,,,Republican,,,"    Trump Labor Secretary Alexander Acosta made an illegal plea deal protecting Jeffrey Epstein, a nonprosecution agreement for someone accused of raping underage girls and sex trafficking. Is protecting sexual predators itself an offense? I think so.  https://www.miamiherald.com/news/state/florida/article226577419.html",
,,,Republican,,,"     MT state Rep. Fred Anderson, a Great Falls Republican, violated mandatory reporting requirements as a  high school principal, allowing a sexual predator to continue as a coach after students came forward. https://billingsgazette.com/news/state-and-regional/govt-and-politics/political-brawl-among-republicans-raises-accusations-around-miles-city-sex/article_227bae9a-4268-51f3-8845-7672169a80c0.html",
,,,Republican,,,"    NJ Republican freeholder candidate Michael Silvestri has been accused of sexually harassing and assaulting a campaign worker. It’s a big mess with other GOP officials threatening her, etc. https://www.trentonian.com/news/lawrence-police-investigate-campaign-worker-s-sexual-assault-claim-against/article_3b7d1682-30c0-11e9-836f-979fa4508bc8.html",
,,,Republican,,,"    GOP Mega-donor John Childs patronized a sex trafficking ring. Sleeping with sex workers is one thing. When women are forced by traffickers, that’s something else  https://www.tcpalm.com/story/news/crime/indian-river-county/2019/02/22/billionaire-john-childs-charged-florida-human-trafficking-prostitution-ring/2953948002/",
,,,Republican,,,"    LA Republican Congressional Aide Jerod Prunty  arrested for pandering, possibly trafficking  https://www.klfy.com/news/local/louisiana-republican-congressional-aide-arrested-on-pandering-charges/1789720097",
,,,Republican,,,    Arizona Rep. David Stringer benefited from a plea deal that hid his arrest for child pornography https://tucson.com/news/local/arizona-rep-david-stringer-acknowledges-sex-offense-plea-agreement-years/article_1e38cb61-6a28-5e36-9b81-d5a312ca27c3.html,
,,,Republican,,,"    Steven Muñoz, Trump State Department hire & former Santorum campaign worker, accused of five sexual assaults",
,,,Republican,,,    https://www.propublica.org/article/trump-administration-hires-official-five-students-accused-sexual-assault,
,,,Republican,,,"    Morton Klein, far right head of Zionists of America, newly empowered by Trump has been accused of sexual assault and domestic violence. https://www.tabletmag.com/jewish-news-and-politics/280684/morton-klein-and-the-future-of-american-zionism",
,,,Republican,,,"    Cody Henson - R, NC, two term state rep accused of harassment, cyberstalking, ignoring restraining order his wife got.",
,,,Republican,,,    https://www.transylvaniatimes.com/news/n-c-rep-cody-henson-pleads-guilty-to-cyberstalking-brevard-nc/article_16edb73f-6b0a-5d27-ad67-7ae0fe6585af.html,
,,,Republican,,,"    TN State House Speaker Glen Casada defends David Byrd, because he claims women who are really raped would move. https://www.tennessean.com/story/news/politics/2019/02/19/tennessee-house-speaker-defends-rep-david-byrd-accused-sexual-assault-if-i-was-raped-i-would-move/2915021002/",
,,,Republican,,,"    Republican Judge John Russo, Jr. was suspended after blaming a rape victim for not closing her legs. https://thehill.com/blogs/blog-briefing-room/news/437405-new-jersey-judge-faces-suspension-for-asking-rape-victim-if-she",
,,,Republican,,,    Jacob Wohl attacks the credibility of people who have been assaulted by recruiting people to make false claims of assault against Robert Mueller and Pete Buttigieg,
,,,Republican,,,    https://www.thedailybeast.com/far-right-smear-merchants-jacob-wohl-and-jack-burkman-try-to-slime-pete-buttigieg-with-bogus-sex-assault-claim?ref=wrap,
,,,Republican,,,    Jack Burkman attacks the credibility of people who have been assaulted by recruiting people to make false claims of assault against Robert Mueller and Pete Buttigieg,
,,,Republican,,,    https://www.thedailybeast.com/far-right-smear-merchants-jacob-wohl-and-jack-burkman-try-to-slime-pete-buttigieg-with-bogus-sex-assault-claim?ref=wrap,
,,,Republican,,,    Hays County GOP Chair Bo Dresner arrested for sexual assault of a child over SEVEN years https://www.statesman.com/news/20190405/hays-county-gop-precinct-chair-charged-with-sexual-assault,
,,,Republican,,,    https://smcorridornews.com/hays-county-sheriffs-office-arrest-former-hays-county-party-leader-for-aggravated-sexual-assault-of-child/,
,,,Republican,,,    Kentucky State Rep Robert Goforth (candidate for Governor) has been accused of sexual assault https://www.kentucky.com/news/politics-government/article224642800.html,
,,,Republican,,,    He resigned,
,,,Republican,,,    https://www.wlky.com/article/republican-state-rep-robert-goforth-charged-in-domestic-dispute-case-resigns/37388741,
,,,Republican,,,    https://www.courier-journal.com/story/news/politics/2022/07/19/robert-goforth-former-kentucky-lawmaker-pleads-to-domestic-violence-charge/65376975007/,
,,,Republican,,,    KY State Rep. Robert Goforth who was also a gubernatorial candidate was arrested for trying to strangle and hog-tie a woman,
,,,Republican,,,    https://www.thedailybeast.com/kentucky-state-rep-robert-goforth-charged-with-strangulation-after-allegedly-hog-tying-woman,
,,,Republican,,,"    Republican Sheriff Rene Rodriguez of Lincoln Co, Idaho - sexual assault, lewd conduct, and rape of a minor https://magicvalley.com/news/local/crime-and-courts/court-documents-say-lincoln-sheriff-sexually-abused-girl-for-years/article_cfbf591b-77a8-5f02-b10e-1f9abf7f46cf.html",
,,,Republican,,,"    Former Republican Congressional candidate Daniel Edmonds, R, molested a child many times over the course of three years. https://www.newson6.com/story/39788517/former-congressional-candidate-charged-with-child-sex-abuse",
,,,Republican,,,"    New York Judge James P. McClusky ruled firmly in favor of rape, even rape of children by giving a man who pleaded guilty to raping a 14-year-old girl to no jail time, only probation. He was endorsed by the  https://www.newyorkupstate.com/northern-ny/2019/04/former-watertown-bus-drivers-admits-to-raping-teen-gets-no-jail-time.html",
,,,Republican,,,"    NJ GOP state Sen. Anthony Bucco - sexual harassment, getting women fired for ending relationship https://www.nj.com/news/2011/05/wharton_mayor_chegwidden_alleg_1.html",
,,,Republican,,,    Republican Gov Arnold Schwarzenegger (CA) sexual harassment/groping https://www.washingtonexaminer.com/news/arnold-schwarzenegger-i-stepped-over-the-line-several-times-with-women,
,,,Republican,,,    CT GOP Senate Candidate Augie Wolf - sexual harassment https://www.courant.com/politics/capitol-watch/hc-august-wolf-lawsuit-story.html,
,,,Republican,,,    CA GOP state assemblyman Dante Acosta - sexual harassment,
,,,Republican,,,    https://www.latimes.com/politics/la-pol-ca-dante-acosta-assembly-santa-clarita-allegations-20161027-story.html,
,,,Republican,,,    SC GOP State Rep. Edward Southard - sexual harassment,
,,,Republican,,,    https://www.berkeleyobserver.com/2016/04/28/moncks-corner-lawmaker-steps-amid-sexual-harassment-allegations/,
,,,Republican,,,    Former SD GOP state representative Gene Abdallah - sexual harassment,
,,,Republican,,,    https://www.argusleader.com/story/news/politics/2018/01/16/abdallah-withdraws-board-after-report-sexual-harassment/1033935001/,
,,,Republican,,,    TX GOP state Sen J. E. “Buster” Brown - sexual harassment,
,,,Republican,,,    https://www.texastribune.org/1999/09/20/ten-little-nine-little-eight-little-lite-guvs/,
,,,Republican,,,    Missouri Republican House Speaker John Diehl - sexual harassment,
,,,Republican,,,    https://www.stltoday.com/news/local/missouri-house-speaker-resigns-intern-breaks-silence/article_0f97c87f-dd66-5c1d-bf49-19ef3228ced1.html,
,,,Republican,,,    ID GOP state Sen. John McGee - sexual harassment,
,,,Republican,,,    https://www.heraldnet.com/news/idaho-gop-senator-quits-on-sexual-harassment-allegations/,
,,,Republican,,,    Conservative media star Josh Duggar - molesting sisters + others https://www.usatoday.com/story/life/people/2015/05/28/timeline-josh-duggar-19-kids-and-counting-tlc-sex-abuse-scandal/28066229/,
,,,Republican,,,    Child Porn - https://www.usatoday.com/story/entertainment/celebrities/2021/04/29/josh-duggar-arrested-feds-days-after-wife-pregnancy-announcement/7403586002/,
,,,Republican,,,    Utah Rep House Majority Leader Kevin Garn - inappropriate sexual conduct with minor https://www.deseretnews.com/article/700016074/Cheryl-Maher-says-Kevin-Garn-lied-about-hot-tub-contact.html,
,,,Republican,,,    CNN Conservative Paris Dennard whom Trump called wonderful - sexual harassment,
,,,Republican,,,    https://www.foxnews.com/entertainment/conservative-cnn-pundit-suspended-amid-revelations-of-sexual-misconduct-allegations-from-2014,
,,,Republican,,,"    Republican VT State Sen Norman Mcallister convicted of illegal acts, acquitted of sexual assault (sex with employee was held to be consensual)",
,,,Republican,,,    https://www.burlingtonfreepress.com/story/news/local/2017/07/14/mcallister-relationship-farmhand-consensual/462839001/,
,,,Republican,,,    Orange County GOP Assemblyman Mickey Conroy - sexual harassment,
,,,Republican,,,    https://www.sfgate.com/news/article/Winner-of-sex-harass-suit-settles-for-less-3109011.php,
,,,Republican,,,    Steve Bannon - sexual harassment / domestic violence,
,,,Republican,,,    https://www.newsweek.com/donald-trumps-chief-strategist-steve-bannon-and-his-history-attacks-against-521240,
,,,Republican,,,"    Ambassador Scott Brown, former GOP senator from MA, accused by FOX News reporter of sexual harassment",
,,,Republican,,,    https://www.buzzfeednews.com/article/kyleblaine/andrea-tantaros-names-oreilly-scott-brown-in-sexual-harrasme,
,,,Republican,,,    OH GOP Congressional candidate Tom Ganley - sexual harassment,
,,,Republican,,,    https://www.politico.com/story/2010/10/ganley-again-faces-sexual-harassment-allegations-044375,
,,,Republican,,,    CA Rep Assemblyman Trice Harvey - sexual harassment,
,,,Republican,,,    https://www.latimes.com/archives/la-xpm-1995-11-14-mn-3046-story.html,
,,,Republican,,,    SC GOP Rep. Josiah Magnuson attacked and harassed fellow Repubilcan who spoke of being raped to argue for R&I exemption for abortion. called rape a misdeed. https://www.charlotteobserver.com/news/state/south-carolina/article230258089.html,
,,,Republican,,,    NV Sheriff Gerald Antinoro - sexual harassment/assault https://thenevadaindependent.com/article/ag-candidate-duncan-removes-endorsement-from-embattled-sheriff-from-website-wont-campaign-with-him,
,,,Republican,,,    CA Assemblyman/gubernatorial candidate Travis Allen - sexual harassment https://www.mercurynews.com/2018/02/05/can-travis-allens-campaign-for-governor-survive-sexual-harassment-allegations/,
,,,Republican,,,"    Knox County Judge Steve Sword, appointed by GOP Gov Haslet, sentenced man convicted of 9 counts for raping his 14yo daughter over 2 years to just 12 years rather than the recommended 72 because of his Christianity https://www.knoxnews.com/story/news/crime/2019/05/09/former-pastor-nets-12-year-prison-term-rape-adopted-daughter-david-lynn-richards/1143006001/",
,,,Republican,,,"    Mississippi Republican State Rep. Doug McLeod snapped ""as he often does"" and punched his wife in the face for undressing too slowly https://www.usatoday.com/story/news/nation/2019/05/21/mcleod-lawmaker-resign-speaker-gunn-assault-wife-domestic-violence/3760945002/",
,,,Republican,,,"    Jonathan Parker - former Idaho GOP Chair - arrested for stalking, masturbating outside apartments https://www.idahostatesman.com/news/politics-government/state-politics/article231036713.html",
,,,Republican,,,"    David Narramore, KY GOP State Executive Committee and Letcher Cty Chair, arrested for exposing himself https://www.courier-journal.com/story/news/crime/2017/07/19/ky-gop-official-accused-indecent-exposure-tennessee-department-store/491185001/",
,,,Republican,,,"    Eric Bodenweiser, GOP State Senate candidate, arrested for over 100 counts of child sex abuse, pleaded no contest to lesser charges https://eu.delawareonline.com/story/news/crime/2015/03/18/bodenweiser-pleads-contest-lesser-sex-crimes/24951229/",
,,,Republican,,,"    AZ GOP Rules Committee Chair Rep. Anthony Kern - for protecting sexual predators, preventing testimony from child sex abuse survivors https://www.phoenixnewtimes.com/news/republicans-block-survivor-testimony-on-arizona-child-sex-abuse-bill-11298548",
,,,Republican,,,,
,,,Republican,,,https://www.azfamily.com/news/politics/arizona_politics/gop-kills-measure-that-gives-childhood-sex-abuse-victims-more/article_bf64d53c-5741-11e9-987d-f33ae73c5d22.html,
,,,Republican,,,,
,,,Republican,,,    Anti-gay bigot Bishop Thomas Tobin knew about children being raped but didn’t tell anyone because his job was accounting - ignoring his duty of care. https://turnto10.com/news/local/bishop-tobin-says-he-was-aware-of-abuse-in-pennsylvania-but-didnt-report-it,
,,,Republican,,,    https://www.catholicnewsagency.com/news/43567/after-priest-says-pedophilia-doesnt-kill-anyone-bishop-tobin-responds,
,,,Republican,,,"    Shawn Brooks, Trump social media super fan behind doctored Pelosi video - domestic violence https://www.thedailybeast.com/we-found-shawn-brooks-the-guy-behind-the-viral-drunk-pelosi-video",
,,,Republican,,,"    George Nader, liaison to the Trump transition - child pornography https://www.washingtonpost.com/world/national-security/figure-linked-to-trump-transition-charged-with-transporting-child-pornography/2019/06/03/caee8aca-862a-11e9-98c1-e945ae5db8fb_story.html?noredirect=on&utm_term=.78e676b2817c",
,,,Republican,,,"    Douglas Perlitz, with the support of the rightwing Order of Malta, founded a Haitian orphanage where he molested as many as 170 boys.  http://www.cnn.com/2009/CRIME/09/17/us.haiti.sex.abuse.charge/",
,,,Republican,,,"    Stephen Bratton, TX Baptist minister who advocated charging women who get abortions with murder, arrested for child sex abuse. https://thehill.com/homenews/state-watch/448825-former-pastor-in-texas-charged-with-child-sex-abuse",
,,,Republican,,,"    Valentino DiGiorgio III, chairman of the Pennsylvania Republican Party, resigned due to sending explicit photo to city council candidate",
,,,Republican,,,    https://shareblue.com/pennsylvania-val-digiorgio-gop-chair-resign-explicit-photos/,
,,,Republican,,,"    Todd Poole, a former executive director for the NC GOP and senior staff member was arrested for assaulting a woman. Charges dropped, domestic violence. https://www.journalnow.com/news/local/davie-county-man-a-prominent-gop-figure-loses-budd-job/article_00c86bc2-9ede-5e66-b0f8-92cbf1e89a60.html",
,,,Republican,,,    Republican Judge James Troiano protected alleged rapist because he’s from a “good family” https://www.cnn.com/2019/07/03/us/new-jersey-rape-minor-teen-judge-case-trnd/index.html,
,,,Republican,,,    Republican Judge Marcia Silva protected rapist by saying 12-year-old victim didn’t suffer serious harm by being raped. http://newjersey.news12.com/story/40756242/judge-faces-backlash-for-saying-12yearold-rape-victim-didnt-suffer,
,,,Republican,,,    Rightwing Baptist Pastor John Martin - raping young boys https://www.nydailynews.com/news/crime/ny-alabama-anti-gay-pastor-sexually-abusing-boys-john-martin-20190703-iz2kejvf3fcszpnfhnsewt7rsa-story.html,
,,,Republican,,,"    Harry Thomas, RW founder of the Creation Festival, sentenced to 18 years for raping children. At least 5 children assaulted https://www.christianpost.com/amp/creation-festival-co-founder-sentenced-to-18-years-for-child-sex-abuse-i-deserve-to-be-cast-into-sea-226484/",
,,,Republican,,,"    Amanda Chase, Rep. VA state senator, thinks women are raped because they are naive, unprepared, and not carrying a gun. Rape apologist/enabler https://www.chesterfieldobserver.com/articles/chase-takes-heat-for-rape-comment/",
,,,Republican,,,"    Texas GOP Gov. Greg Abbot vetoes bill to protect child victims of trafficking, protecting them from being arrested for prostitution. https://www.texastribune.org/2019/06/21/abbott-vetos-child-prostitution-bill/",
,,,Republican,,,"    OK City Councilman, former ICE agent Jeffrey Short, molesting teen girls",
,,,Republican,,,    https://www.koco.com/article/da-charges-asher-city-councilman-former-ice-agent-accused-of-preying-on-teen-girls/28627124,
,,,Republican,,,    Trump campaign manager Corey Lewandowski assaulted a reporter and has been accused of sexual assault,
,,,Republican,,,    https://www.theguardian.com/us-news/2017/dec/27/ex-trump-campaign-manager-corey-lewandowski-accused-of-sexual-assault,
,,,Republican,,,    https://www.politico.com/news/2021/09/29/corey-lewandowski-sexual-advances-allegations-514650,
,,,Republican,,,    PA GOP Party Acting Chair Bernadette Comfort accused of knowing about and ignoring sexual harassment complaints about party officials,
,,,Republican,,,    https://www.usnews.com/news/best-states/pennsylvania/articles/2019-07-11/sexual-harassment-allegations-shadow-race-for-gop-chair,
,,,Republican,,,    Evangelist Jason Brothers raped a 14-year-old girl and got probation thanks to 412 who exploited his legislative position to delay trial for years.,
,,,Republican,,,    https://people.com/crime/georgia-pastor-avoids-jail-sexually-abused-teen/,
,,,Republican,,,    GA GOP Speaker of the House David Ralston abuses his power and a legal ploy to help clients evade justice including rapist Jason Brothers,
,,,Republican,,,    https://medium.com/@jamielynncrofts/david-ralston-and-the-delay-of-justice-14a5c5b0a554,
,,,Republican,,,"    Republican activist, Putin-advocate Steven Seagal has been accused of rape and sexual harassment",
,,,Republican,,,    https://www.theguardian.com/us-news/2018/jan/26/woman-accuses-film-star-steven-seagal-of-in-1993,
,,,Republican,,,"    John Jones, chief of intelligence and counterterrorism for the Texas Department of Public Safety, who backed Trump’s anti-immigrant wall propaganda has been accused of rape.",
,,,Republican,,,    https://www.statesman.com/story/news/2021/03/04/former-dps-intel-chief-john-jones-charged-possessing-child-porn/6896755002/,
,,,Republican,,,    https://www.kvue.com/article/news/crime/charges-dropped-former-dps-counterterrorism-chief/269-af3be966-ee64-41f6-815b-a1192d8fec2d,
,,,Republican,,,"    John Fickas, GOP campaign consultant in California, accused of multiple rapes, at least one of a minor",
,,,Republican,,,    https://voicesofmontereybay.org/2019/07/25/salinas-rape-case-spills-over-into-politics/,
,,,Republican,,,    Republican campaign volunteers/staff for #TeamMitch groped and choked a lifesize AOC cutout. McConnell campaign says boys will be boys.,
,,,Republican,,,    https://www.nydailynews.com/news/politics/ny-ocasio-cortez-mcconnell-cut-out-groping-20190806-ggehtijrhzbj5gj2cndv3b2cye-story.html,
